BOR;AN;FI;RS;RSCOM;FI_EJ;GRP;STJ;STJR;CAT;CATR;ESPIC;MFT;CCR;NAT;SIR;REG;DEP;TSANT;COM;NOMCOM;ARM;CHLEJ0;FIPRE;ETAT_SAISIE;FINRAT;VAGUE;PROVENANCE;NUMVOI;TYPVOI;NOMVOI;BP;CPO;LIBCOM;COMPD;FILIALE0;SIRTET;RSTET;FIAUT1;RSAUT1;FIAUT2;RSAUT2;FIAUT3;RSAUT3;FIAUT4;RSAUT4;FIAUT5;RSAUT5;FIAUT6;RSAUT6;FIAUT7;RSAUT7;DADS_C1;DADS_C2;DADS_C3;DADS_C4;DADS_D1;MODEJ;TYPMD1;TYPMD2;TYPMD3;FIFU1;FIFU2;FIFU3;SCFU1;SCFU2;SCFU3
ID;2013;780000378;HOPITAL LOCAL DE HOUDAN;;780130027;04;12;1;106;PUB2;1;0;;0;26780234600010;11;78;11S0000003;78310;HOUDAN;;0;;6;780130027;1;1;42;R;DE PARIS;;78550;HOUDAN;;;;;;;;;;;;;;;;;;;;26780234600010;;;0;0;;;;;;;;;
ID;2013;780000386;CH DE LA MAULDRE SITE SAINT LOUIS;;780021788;04;14;1;106;PUB2;1;0;;0;20003030200018;11;78;11S0000003;78321;JOUARS-PONTCHARTRAIN;;0;;6;780021788;1;1;23;R;SAINT LOUIS;;78760;JOUARS PONTCHARTRAIN;;;;;;;;;;;;;;;;;;;200030302;20003030200018;;;0;0;;;;;;;;;
ID;2013;780000402;CENTRE HOSPITALIER CHARCOT;;780140026;14;11;1;292;PUB3;1;0;;0;26780010000013;11;78;11S0000003;78490;PLAISIR;;0;;6;780140026;1;1;30;R;MARC LAURENT;BP 20;78375;PLAISIR CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;780000410;CENTRE HOSPITALIER TH. ROUSSEL;;780140059;14;12;1;292;PUB3;1;0;;0;26780244500010;11;78;11S0000003;78418;MONTESSON;;0;;6;780140059;1;1;1;R;PHILIPPE MITHOUARD;BP 71;78360;MONTESSON;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;780000428;C.H.I. DE MEULAN (SITE DE BÈCHEVILLE);;780002697;04;14;1;355;PUB2;1;0;;0;26780577800029;11;78;11S0000003;78440;LES MUREAUX;;0;;6;780002697;1;1;1;R;BAPTISTE MARCET;;78130;LES MUREAUX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;780000436;CENTRE HOSPITALIER DES COURSES;;780150041;09;63;3;365;PNL4;6;1;1;0;30340873600013;11;78;11S0000003;78358;MAISONS-LAFFITTE;;0;;6;;2;1;19  B;AV;EGLE;;78600;MAISONS LAFFITTE;;0;;;;;;;;;;;;;;;;;303408736;30340873600013;;;0;0;;;;;;;;;
ID;2013;780001467;CENTRE DE CONVALESCENCE;;780018347;09;73;2;109;PLU10;0;4;5;0;55980047900037;11;78;11S0000003;78029;AUBERGENVILLE;;0;;6;;1;1;32;R;DU MONTGARDE;;78410;AUBERGENVILLE;;;;;;;;;;;;;;;;;;;559800479;55980047900037;;;0;0;;;;;;;;;
ID;2013;780001558;UNITE D'AUTODIALYSE DIALYVE;;780001509;07;72;2;146;PLU5;0;4;5;0;41995541400026;11;78;11S0000003;78686;VIROFLAY;;0;;6;780001509;1;1;78;AV;DU GENERAL LECLERC;;78220;VIROFLAY;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;780001657;HOPITAL DE PEDIATRIE ET DE REEDUCATION DE BULLION;;780530010;04;12;1;355;PUB2;1;0;;0;26780247800011;11;78;11S0000003;78120;BULLION;;0;;6;780530010;1;1;;RTE;DE LONGCHENE;;78830;BULLION;;;;;;;;;;;;;;;;;;;;26780247800011;;;;0;;;;;;;;;
ID;2013;780001707;UNITE D'AUTODIALYSE LES TEMPLIERS;LES TERRASSES D'ELANCOURT;780822920;07;60;3;146;PNL5;7;4;5;0;34101891900017;11;78;11S0000003;78208;ELANCOURT;;0;;6;780822920;1;1;5;R;SIMONE DE BEAUVOIR;;78990;ELANCOURT;BAT 1 APP 5 RDC;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;780004529;HAD -YVELINES SUD-;;310021233;09;75;2;127;PLU10;0;4;5;0;44454870500011;11;78;11S0000003;78397;LE MESNIL-SAINT-DENIS;;0;;6;;1;1;31;R;RAYMOND BERRURIER;;78320;LE MESNIL ST DENIS;;1;;Groupe Korian;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;780008298;Clinique St Remy;;750043994;09;75;2;129;PLU4;0;4;5;0;30116075000438;11;78;11S0000003;78575;SAINT-REMY-LES-CHEVREUSE;;0;;6;;2;2;66;CHE;de la Chapelle;;78470;ST REMY LES CHEVREUSE;;1;301160750;sas clinea;;;;;;;;;;;;;;;;30116075000438;;;;0;;;;;;;;;
ID;2013;780009528;HÔPITAL DE JOUR ASOIMEEP;;;05;60;3;161;PNL7;6;1;0;1;449235555;11;78;11S0000003;78498;POISSY;;0;;6;;1;1;27;AV;DU CEP;;78300;POISSY;;0;;;;;;;;;;;;;;;;;449235555;44923555500033;;;0;0;;;;;;;;;
ID;2013;780017802;CTRE D'HEMODIALYSE DE MANTES LA JOLIE;;780002010;07;72;2;141;PLU5;0;4;5;0;41034466700010;11;78;11S0000003;78361;MANTES-LA-JOLIE;;0;;6;780002010;1;1;;R;DUGUAY-TROUIN;;78200;MANTES LA JOLIE;CENTRE MEDICO SOCIAL DU LAC;0;;;;;;;;;;;;;;;;;410344667;41034466700010;;;0;0;;;;;;;;;
ID;2013;780018727;CLINIQUE ST GERMAIN;;780018719;09;73;2;365;PLU4;0;4;5;0;57980354500022;11;78;11S0000003;78551;SAINT-GERMAIN-EN-LAYE;;0;;6;;2;1;12;R;BARONNE GERARD;;78100;ST GERMAIN EN LAYE;;0;;;;;;;;;;;;;;;;;579803545;57980354500022;;;0;0;;;;;;;;;
ID;2013;780020111;ARISSE;;;05;60;3;161;PNL7;7;1;0;1;332468032;11;78;11S0000003;78322;JOUY-EN-JOSAS;;0;;6;;1;1;10;CHE;DE LA BUTTE AU BEURRE;;78354;JOUY EN JOSAS CEDEX;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;780140018;INSTITUT MGEN DE LA VERRIERE;MGEN Action sanitaire et sociale;750005068;09;47;3;161;PNL7;6;1;1;0;44192191300055;11;78;11S0000003;78644;LA VERRIERE;;0;;6;;1;1;;AVE;DE MONTFORT;CS 90572;78322;LE MESNIL SAINT DENIS;;1;;MGEN Action Sanitaire et Sociale;;;;;;;;;;;;;;;;;;;0;1;;1;;780140018;780150058;;;;
ID;2013;780140042;CLINIQUE D'YVELINE;;780017455;15;75;2;161;PLU7;0;4;5;0;37975995400033;11;78;11S0000003;78655;VIEILLE-EGLISE-EN-YVELINES;;0;;6;;1;1;12;RTE;DE RAMBOUILLET;;78125;VIEILLE EGLISE EN YVELINES;;1;484349360;RAMSAY;;;;;;;;;;;;;;;;37975995400033;;;0;0;;;;;;;;;
ID;2013;780140075;CENTRE GILBERT RABY;;750804114;09;61;3;430;PNL7;6;1;1;0;77567225600028;11;78;11S0000003;78401;MEULAN-EN-YVELINES;;0;;6;;1;1;2;AV;DU MARECHAL JOFFRE;BP 18 Château de Thun;78250;MEULAN;;0;;;;;;;;;;;;;;;;;775672256;;;;0;0;;;;;;;;;
ID;2013;780150017;-CESSRIN- DE MAISONS LAFFITTE;;750005068;09;47;3;129;PNL4;6;1;1;0;44192191300360;11;78;11S0000003;78358;MAISONS-LAFFITTE;;0;;6;;2;1;1;AV;MOLIERE;;78604;MAISONS LAFFITTE CEDEX;;1;441921913;MGEN ACTION SANITAIRE ET SOCIALE;780823977;Centre de dialyse;780016994;LABM de la MGEN ASS;780016507;Unité d'autodialyse de la MGEN;750831166;Centre d'autodialyse MGEN;;;;;;;;44192191300360;;;0;1;;;1;;;;780016994;;
ID;2013;780150033;MAISON DE SANTE -CLAIRE DEMEURE-;;780020715;09;63;3;109;PNL10;6;1;1;0;52150496900200;11;78;11S0000003;78646;VERSAILLES;;0;;6;;1;1;12;R;PORTE DE BUC;;78000;VERSAILLES;;0;;;780825329;SOINS LONGUE DUREE;;;;;;;;;;;;;521504969;;;;;0;;;;;;;;;
ID;2013;780150066;CLINIQUE MEDICALE DE LA PORTE VERTE;;780808614;09;60;3;365;PNL4;6;1;1;0;31390542400013;11;78;11S0000003;78646;VERSAILLES;;0;;6;;2;1;6;AV;FRANCHET D'ESPEREY;CS 60455;78004;VERSAILLES CEDEX;;0;;;;;;;;;;;;;;;;;313905424;;;;;0;;;;;;;;;
ID;2013;780170056;HÔPITAL DE JOUR -L'ENVOL-;;780825097;15;61;3;161;PNL7;7;1;0;0;38069051100056;11;78;11S0000003;78361;MANTES-LA-JOLIE;;0;;6;;1;1;2;R;PORTE CHANT À L'OIE;;78200;MANTES LA JOLIE;2-4;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;780300075;CENTRE CARDIOLOGIQUE D'EVECQUEMONT;SAS;780000485;09;75;2;129;PLU4;0;4;5;0;40323557500012;11;78;11S0000003;78227;EVECQUEMONT;;0;;6;;2;1;2;R;DES CARRIERES;;78740;EVECQUEMONT;;1;;Finève;;;;;;;;;;;;;;;403235575;;;;0;0;;;;;;;;;
ID;2013;780300083;CLINIQUE MEDICALE ET CARDIOLOGIQUE;;780000493;09;73;2;109;PLU10;0;4;5;0;56207967300017;11;78;11S0000003;78281;GOUSSONVILLE;;1;750052318;6;;1;1;15;R;DES COUTURES;;78930;GOUSSONVILLE;CHATEAU DE GOUSSONVILLE;0;;;;;;;;;;;;;;;;;304049984;30404998400012;;;0;1;;;;;;;;;
ID;2013;780300109;CLINIQUE MEDIC. DU VAL DE SEINE;;920000395;09;73;2;109;PLU10;0;4;5;0;65980507100019;11;78;11S0000003;78350;LOUVECIENNES;;0;;6;;1;1;1;CHE;DU COEUR VOLANT;;78430;LOUVECIENNES;;1;341174118;SA MEDICA FRANCE;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;780300125;POLYCLINIQUE REGION MANTAISE;;780000535;09;73;2;128;PLU4;0;4;5;0;38306043100012;11;78;11S0000003;78361;MANTES-LA-JOLIE;;0;;6;;2;1;23;BD;VICTOR DUHAMEL;;78200;MANTES LA JOLIE;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;780300166;KORIAN LES NOES;;310021258;09;75;2;109;PLU10;0;4;5;0;43955550900017;11;78;11S0000003;78397;LE MESNIL-SAINT-DENIS;;0;;6;;1;1;46;R;RAYMOND BERRURIER;;78320;LE MESNIL ST DENIS;;1;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;780300208;CLINIQUE SAINT LOUIS;;780000576;09;73;2;365;PLU4;0;4;5;0;59980363200026;11;78;11S0000003;78498;POISSY;;;;6;;2;2;1;R;BASSET;;78300;POISSY;;;;;;LABM NOVESCIA;;SCM CARDIOLOGIE;;SCM RADIOLOGIE;;ELIOR;;;;;;;;59980363200026;;;0;0;;;;;;;;;
ID;2013;780300224;CENTRE DE SOINS DE SUITE;KORIAN C3S;310021225;09;75;2;109;PLU10;0;4;5;0;44299717700013;11;78;11S0000003;78586;SARTROUVILLE;;0;;6;;1;1;20;AV;MAURICE BERTEAUX;BP 206;78502;SARTROUVILLE CEDEX;;1;447800475;SA KORIAN;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;780300323;CLINIQUE DES FRANCISCAINES;;780003679;09;75;2;365;PLU4;0;4;5;0;43219715000019;11;78;11S0000003;78646;VERSAILLES;;0;;6;;2;1;7   B;R;PORTE DE BUC;;78009;VERSAILLES CEDEX;;1;484349360;RAMSAY SANTE;;BIOSYNERGIE;920814084;Selarl CRTT;;CEDEF;;;;;;;;;432197150;;;;;0;;;;;;;;;
ID;2013;780300364;HOPITAL PRIVE DE VERSAILLES;CLINIQUE DE  LA MAYE;780003679;09;75;2;365;PLU4;0;4;5;0;43219715000027;11;78;11S0000003;78646;VERSAILLES;;0;;6;;2;1;49;R;DU PARC DE CLAGNY;;78009;VERSAILLES CEDEX;;1;484349360;RAMSAY SANTE;;;;;;;;;;;;;;;432197150;43219715000019;;;0;0;;;;;;;;;
ID;2013;780300406;HOPITAL PRIVE PARLY 2;;780018032;09;75;2;365;PLU4;0;4;5;0;78530662200024;11;78;11S0000003;78158;LE CHESNAY;;0;;6;;2;1;21;R;MOXOURIS;;78150;LE CHESNAY;PARLY GRAND CHESNAY;1;348112541;Générale de Santé;;Centre de biologie médicale SELARL;;Société d'imagerie médicale Parly 2;;Kinésithérapie Sté COPRESEG;;;;;;;;;;78530662200024;;;;0;;;;;;;;;
ID;2013;780300414;CENTRE MEDICO-CHIRURGICAL DE L'EUROPE;;780000675;09;73;2;365;PLU4;0;4;5;0;39201518600019;11;78;11S0000003;78502;LE PORT-MARLY;;0;;5;;2;1;9   B;AV;DE SAINT GERMAIN;;78560;LE PORT MARLY;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;780300422;HOPITAL PRIVE DE L'OUEST PARISIEN;;780002259;09;75;2;365;PLU4;0;4;5;0;31022767300020;11;78;11S0000003;78621;TRAPPES;;;;6;;2;1;3;AV;CASTIGLIONE DEL LAGO;;78190;TRAPPES;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;780300448;CLIN.KORIAN LA GUYONNE;;310021209;09;73;2;109;PLU10;0;4;5;0;31028873300010;11;78;11S0000003;78576;SAINT-REMY-L'HONORE;;0;;6;;1;1;15;R;PROFESSEUR MARILLER;;78690;ST REMY L HONORE;;1;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;780300455;CENTRE HOSP. PRIVE DU MONTGARDE;;780000717;09;75;2;365;PLU4;0;4;5;0;41022003200016;11;78;11S0000003;78029;AUBERGENVILLE;;0;;6;;2;1;32;R;DU MONTGARDE;;78410;AUBERGENVILLE;;0;;;;;;;;;;;;;;;;;410220032;;;;;0;;;;;;;;;
ID;2013;780310025;Clinique Villa des Pages;;750043994;15;75;2;161;PLU7;0;4;5;0;30116075000255;11;78;11S0000003;78650;LE VESINET;;0;;6;;1;2;40;AV;Horace Vernet;;78110;LE VESINET;;1;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;780420022;Le CERRSY;;750042590;09;40;3;109;PNL10;6;1;4;0;42386883500129;11;78;11S0000003;78517;RAMBOUILLET;;0;;6;;1;2;72;R;DE L'ETANG DE LA TOUR;BP 96;78513;RAMBOUILLET CEDEX;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;780420048;MAISON DE FAMILLE  L'OASIS;;780021069;09;71;2;109;PLU10;0;4;5;0;44451678500029;11;78;11S0000003;78575;SAINT-REMY-LES-CHEVREUSE;;;;6;;1;1;;R;LAMARTINE;;78470;ST REMY LES CHEVREUSE;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;780630026;CENTRE PEDIATRIQUE DES COTES;;750803900;09;61;3;109;PNL10;6;1;1;0;77568542300029;11;78;11S0000003;78343;LES LOGES-EN-JOSAS;;0;;6;;1;1;9;che;des Côtes Montbron;;78350;LES LOGES EN JOSAS;;0;;;;;;;;;;;;;;;;;;77568542300029;;;0;0;;;;;;;;;
ID;2013;780700027;CLINIQUE DE BAZINCOURT;;780822193;09;75;2;109;PLU10;0;4;5;0;39390213500010;11;78;11S0000003;78140;CHAPET;;;;6;;1;1;;RTE;DE VERNEUIL;;78130;CHAPET;;1;388359531;le noble age;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;780700050;CTR MED. DE REEDUCATION APARC;;780826210;09;60;3;109;PNL10;7;4;1;0;38433547700012;11;78;11S0000003;78531;ROSNY-SUR-SEINE;;0;;6;;1;1;66;R;NATIONALE;;78710;ROSNY SUR SEINE;;0;;;;;;;;;;;;;;;;;;38433547700012;;;0;0;;;;;;;;;
ID;2013;780800256;CH VERSAILLES ANDRE MIGNOT;SITE ANDRÉ MIGNOT;780110078;04;13;1;355;PUB2;1;0;;0;26780271800028;11;78;11S0000003;78158;LE CHESNAY;;0;;6;780110078;1;1;177;R;DE VERSAILLES;;78157;LE CHESNAY CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;780808234;SERVICE DE DIALYSE A DOMICILE;;780822920;07;60;3;146;PNL5;7;4;5;0;34101891900017;11;78;11S0000003;78502;LE PORT-MARLY;;0;;6;780822920;1;1;9   B;R;DE SAINT GERMAIN;;78560;LE PORT MARLY;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;780822631;CENTRE AUTODIALYSE DES ARCADES;;780822920;07;60;3;146;PNL5;7;4;5;0;34101891900025;11;78;11S0000003;78423;MONTIGNY-LE-BRETONNEUX;;0;;6;780822920;1;1;2;R;JACQUES CARTIER;;78180;MONTIGNY LE BRETONNEUX;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;780822748;CENTRE LONG SEJOUR DU CH MEULAN;;780002697;04;14;1;362;PUB9;1;0;;0;26780577800201;11;78;11S0000003;78401;MEULAN-EN-YVELINES;;0;;6;780002697;1;1;1;QU;ALBERT 1ER;;78250;MEULAN EN YVELINES;BRIGITTE GROS;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;780823134;UNITÉ D'AUTODIALYSE BEAUREGARD;;780822920;07;60;3;146;PNL5;7;4;5;0;34101891900033;11;78;11S0000003;78126;LA CELLE-SAINT-CLOUD;;0;;6;780822920;1;1;2;RTE;DE ROCQUENCOURT;;78170;LA CELLE ST CLOUD;DOMAINE DU PETIT BEAUREGARD;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;780825816;POLE DE MEDECINE PHYSIQUE ET DE READAPTATION DE RI;;780003638;09;63;3;109;PNL10;6;1;1;0;77566718100058;11;78;11S0000003;78520;RICHEBOURG;;0;;6;;1;1;22;RTE;DE GRESSEY;;78550;RICHEBOURG;;0;;;;;;;;;;;;;;;;;775667181;;;;0;0;;;;;;;;;
ID;2013;780826145;UNITE D'AUTODIALYSE (AURA);;750806853;07;60;3;146;PNL5;6;4;1;0;77569483900181;11;78;11S0000003;78517;RAMBOUILLET;;0;;6;750806853;1;1;13;R;PASTEUR;;78120;RAMBOUILLET;HÔPITAL DE RAMBOUILLET;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;780826152;UNITE .AUTODIAL.IMPRESSIONNISTES;;780822920;07;60;3;146;PNL5;7;4;5;0;34101891900041;11;78;11S0000003;78146;CHATOU;;0;;6;780822920;1;1;45;RTE;DE MAISONS;;78400;CHATOU;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;790000087;CENTRE HOSPITAL. GEORGES RENON;;790000012;04;13;1;355;PUB2;1;0;;0;26790001700018;54;79;54S0000004;79191;NIORT;;0;;7;790000012;2;1;40;AV;CHARLES DE GAULLE;;79021;NIORT CEDEX;;;;;;;;;;;;;;;;;;;267900017;26790001700018;;;0;0;;;;;;;;;
ID;2013;790000095;SITE HOSPITALIER DE BRESSUIRE;;790006654;04;14;1;355;PUB2;1;0;;0;26790121300038;54;79;54S0000004;79049;BRESSUIRE;;0;;7;790006654;2;1;;IMP;DU DOCTEUR ICHON;CS 90060;79302;BRESSUIRE CEDEX;;;;;;;;;;;;;;;;;;;267901213;26790121300012;;;;0;;;;;;;;;
ID;2013;790000103;CTRE HOSPITALIER NORD DEUX-SEVRES;;790006654;04;14;1;355;PUB2;1;0;;0;26790121300012;54;79;54S0000004;79202;PARTHENAY;;0;;7;790006654;2;1;13;R;DE BROSSARD;CS 60199;79205;PARTHENAY CEDEX;;;;;;;;;;;;;;;;;;;267901213;26790121300012;;;0;0;;;;;;;;;
ID;2013;790000111;CTRE HOSPITALER DE ST MAIXENT;;790000046;04;13;1;106;PUB2;1;0;;0;26790056100015;54;79;54S0000004;79270;SAINT-MAIXENT-L'ECOLE;;0;;7;790000046;1;1;13;R;DU PANIER FLEURI;BP 35;79403;ST MAIXENT L ECOLE CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;790000137;CTRE HOSPITALIER DE MELLE;;790000061;04;13;1;106;PUB2;1;0;;0;26790047000043;54;79;54S0000004;79174;MELLE;;0;;7;790000061;1;1;;RTE;DE LA ROCHE;BP 36;79500;MELLE;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;790000145;CENTRE HOSPITALIER DE MAULEON;;790000079;04;13;1;106;PUB2;1;0;;0;26790040500015;54;79;54S0000004;79079;MAULEON;;0;;7;790000079;1;1;13;R;DE L'HOPITAL;;79700;MAULEON;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;790000186;CHATEAU DE PARSAY SAS;;790000178;09;73;2;109;PLU10;0;4;5;0;40204645200023;54;79;54S0000004;79055;BRIEUIL-SUR-CHIZE;;0;;6;;1;1;;CHT;DE PARSAY;;79170;BRIEUIL SUR CHIZE;;0;;;;;;;;;;;;;;;;;402046452;40204645200023;;;0;0;;;;;;;;;
ID;2013;790000269;M.E.C.S. LES TERRASSES (OBESES);;870015336;09;40;3;109;PNL10;6;1;4;0;42397779200047;54;79;54S0000004;79191;NIORT;;0;;7;;1;1;22;R;DU VIVIER;B. P. 260;79000;NIORT;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;790000681;MELIORIS LE GRAND FEU;;790002497;09;60;3;109;PNL10;6;1;1;0;78134323100044;54;79;54S0000004;79191;NIORT;;0;;7;;1;1;74;R;DE LA VERRERIE;;79011;NIORT CEDEX 9;;1;781343231;Association MELIORIS;;;;;;;;;;;;;;;781343231;78134323100044;;;0;0;;;;;;;;;
ID;2013;790003537;SITE HOSPITALIER DE THOUARS;;790006654;04;14;1;355;PUB2;1;0;;0;26790121300020;54;79;54S0000004;79329;THOUARS;;0;;7;790006654;2;1;;R;DU DOCTEUR ANDRE COLAS;CS 30181;79103;THOUARS CEDEX;;;;;;;;;;;;;;;;;;;267901213;26790121300012;;;;0;;;;;;;;;
ID;2013;790007306;AURA POITOU-CHARENTES;A L'ATTENTION DE M. WALRAVE;860000348;07;60;3;146;PNL5;6;4;1;0;31270586600027;54;79;54S0000004;79191;NIORT;;0;;7;860000348;1;1;40;;AVENUE CHARLES DE GAULLE;HOPITAL G RENON;79000;NIORT;CENTRE DE DIALYSE;0;;;;;;;;;;;;;;;;;312705866;31270586600035;;;0;0;;;;;;;;;
ID;2013;790007694;PSY. ADULTES - HOP DE JOUR MALABRY;;790006654;14;14;1;355;PUB2;1;0;;0;26790121300301;54;79;54S0000004;79049;BRESSUIRE;;0;;7;790006654;2;1;;R;BARITAUDERIE;;79300;BRESSUIRE;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;790007884;USLD LES ORANGERS - CHNDS;;790006654;04;14;1;362;PUB9;1;0;;0;26790121300095;54;79;54S0000004;79202;PARTHENAY;;0;;7;790006654;2;1;23;R;GEORGES TURPIN;BP 199;79205;PARTHENAY CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;790008064;Melioris LE LOGIS DES FRANCS;;790002497;09;60;3;109;PNL10;6;1;1;0;78134323100036;54;79;54S0000004;79086;CHERVEUX;;0;;7;;1;1;17;R;DES FRANCS;;79410;CHERVEUX;;0;;;;;;;;;;;;;;;;;781343231;78134323100036;;;0;0;;;;;;;;;
ID;2013;790009369;USLD LA MAISONNEE - CHNDS;;790006654;04;14;1;362;PUB9;1;0;;0;26790121300103;54;79;54S0000004;79049;BRESSUIRE;;0;;7;790006654;2;1;;R;DE L'HOPITAL;;79300;BRESSUIRE;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;790009948;POLYCLINIQUE D'INKERMANN;;790001242;09;73;2;365;PLU4;0;4;5;0;33323325200019;54;79;54S0000004;79191;NIORT;;0;;6;;2;2;84;RTE;D AIFFRES;B. P. 182;79006;NIORT CEDEX;;1;481557874;SANTE PARTENAIRES;790016067;SCANNER 79;790015978;IRM DEUX SEVRES;;;;;;;;;;;333233252;33323325200019;;;0;0;;;;;;;;;
ID;2013;790012355;UNITE INTERS. AUTIST. AD. VENISE VERTE;;790000012;14;13;1;355;PUB2;1;0;;0;26790001700323;54;79;54S0000004;79191;NIORT;;0;;7;790000012;2;1;40;AV;CHARLES DE GAULLE;;79000;NIORT;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;790016786;AURA POITOU-CHARENTES;A L'ATTENTION DE M. WALRAVE;860000348;07;60;3;146;PNL5;6;4;1;0;31270586600035;54;79;54S0000004;79049;BRESSUIRE;;0;;7;860000348;1;1;29;R;DES CAILLOUX;;79300;BRESSUIRE;;0;;;;;;;;;;;;;;;;;312705866;31270586600035;;;;0;;;;;;;;;
ID;2013;790016794;AURA POITOU-CHARENTES;A L'ATTENTION DE M. WALRAVE;860000348;07;60;3;146;PNL5;6;4;1;0;31270586600035;54;79;54S0000004;79202;PARTHENAY;;0;;7;860000348;1;1;;R;BROSSARD;;79200;PARTHENAY;;0;;;;;;;;;;;;;;;;;312705866;31270586600035;;;0;0;;;;;;;;;
ID;2013;790017289;HOSP. A DOM. - H.A.D. NORD 79;;790017271;09;60;3;127;PNL10;7;4;1;0;50484203000018;54;79;54S0000004;79202;PARTHENAY;;0;;7;;1;1;66;BD;EDGAR QUINET;;79200;PARTHENAY;;0;;;;;;;;;;;;;;;;;504842030;50484203000018;;;0;0;;;;;;;;;
ID;2013;800000143;CH ABBEVILLE;;800000028;04;13;1;355;PUB2;1;0;;0;26800001500019;22;80;22S0000001;80001;ABBEVILLE;;0;;7;800000028;1;2;43;R;DE L'ISLE;;80142;ABBEVILLE CEDEX;;;;;800015539;HAD;800006231;SSR (centre de gérontologie);800006769;GIE IRM PICARDIE MARITIME;;;;;;;;;268000015;;;;0;0;;;;;;;;;
ID;2013;800000150;ETABLISSEMENT DU VAL D ANCRE;;800002982;09;73;2;365;PLU4;0;4;5;0;39513509800014;22;80;22S0000001;80016;ALBERT;;;;6;;2;1;86;AV;DE LA REPUBLIQUE;;80300;ALBERT;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;800000184;CH ALBERT;;800000036;04;13;1;355;PUB2;1;0;;0;26800003100016;22;80;22S0000001;80016;ALBERT;;0;;7;800000036;1;1;;R;DE TIEN-TSIN;BP 30 214;80303;ALBERT CEDEX;;;;;;;;;;;;;;;;;;;268000031;26800003100016;;;0;0;;;;;;;;;
ID;2013;800000192;HOPITAL NORD CHU AMIENS;;800000044;04;13;1;101;PUB1;1;0;;0;26800014800018;22;80;22S0000001;80021;AMIENS;;0;;7;800000044;2;1;;PL;VICTOR PAUCHET;;80054;AMIENS CEDEX 1;;;;;;;;;;;;;;;;;;;268000148;26800014800018;;;1;0;;;;;;;;;
ID;2013;800000200;CH CORBIE;;800000051;04;13;1;355;PUB2;1;0;;0;26800007200010;22;80;22S0000001;80212;CORBIE;;0;;7;800000051;1;1;33;R;GAMBETTA;CS 60809;80800;CORBIE;;;;;;;;;;;;;;;;;;;268000072;26800007200010;;;;0;;;;;;;;;
